Employee_ID,Name,Age,Gender,Department,Job_Role,Join_Date,Salary,Performance_Rating,Experience_Years,Attrition,Exit_Date,Attrition_Reason
31098,Darren Sanders,34,Male,IT,Analyst,2022-03-08,43050,4,1,Yes,2023-04-26,Low Salary
31099,Mark Carter,41,Male,HR,Analyst,2024-11-11,101813,1,6,Yes,2024-12-06,Better Offer
31100,Justin Allen,40,Male,Finance,Engineer,2021-09-14,94254,4,4,No,,
31101,Amanda Brock,42,Female,Sales,Engineer,2024-06-23,55658,5,4,No,,
31102,Jordan Johnson,36,Female,Finance,Manager,2024-05-11,101480,1,1,Yes,2025-09-13,Work Pressure
31103,Cindy Reed,42,Female,HR,Executive,2023-02-15,76844,2,13,No,,
31104,George Paul,44,Male,IT,Executive,2024-05-17,109707,1,12,Yes,2024-11-07,Work Pressure
31105,Michelle Gross,29,Male,IT,Analyst,2026-02-24,45669,1,11,Yes,2026-04-01,Work Pressure
31106,Connie Adams,25,Female,IT,Analyst,2023-06-17,40880,2,9,Yes,2025-01-12,Better Offer
31107,William Scott,33,Female,Sales,Manager,2022-06-09,70395,4,1,No,,
31108,Anthony Ramirez,34,Female,HR,Executive,2025-06-25,68360,5,10,No,,
31109,Barbara Hernandez,51,Female,Finance,Analyst,2023-03-14,54415,3,8,No,,
31110,Taylor Larson,39,Female,IT,Manager,2023-01-23,68949,2,3,No,,
31111,David Cruz,44,Male,Finance,Executive,2021-10-04,93896,1,6,Yes,2021-12-17,Better Offer
31112,Dana James,44,Male,IT,Executive,2023-05-11,77171,5,9,Yes,2025-02-19,Low Salary
31113,Chase Scott,46,Female,HR,Executive,2023-07-20,68260,2,1,No,,
31114,Robert Smith,41,Male,IT,Analyst,2022-06-20,114960,3,1,Yes,2025-04-01,Work Pressure
31115,Melinda Lee,41,Male,HR,Analyst,2023-03-21,76730,4,14,No,,
31116,Jamie Patel,46,Female,Finance,Executive,2023-05-09,103775,5,6,No,,
31117,Beverly Reyes,22,Male,HR,Manager,2023-05-26,106073,5,10,Yes,2024-02-24,Better Offer
31118,Cynthia Arellano,32,Female,Sales,Analyst,2023-06-04,115422,1,3,Yes,2024-02-26,Work Pressure
31119,William Bennett,41,Male,HR,Analyst,2026-02-25,51330,5,10,Yes,2026-03-23,Low Salary
31120,Ryan Wolfe,53,Female,HR,Engineer,2023-03-28,63756,4,1,Yes,2023-05-08,Better Offer
31121,Anthony Rojas,55,Female,IT,Executive,2023-01-23,65976,5,15,No,,
31122,James Woods,35,Male,Finance,Manager,2026-02-22,37566,2,5,Yes,2026-04-12,Better Offer
31123,Christina Mercado,46,Female,IT,Analyst,2025-06-15,39875,3,13,No,,
31124,Robert Hart,49,Male,HR,Analyst,2025-06-02,83497,2,15,No,,
31125,Jacob Pope,50,Male,Finance,Manager,2024-06-07,114394,5,3,No,,
31126,Margaret Banks,54,Male,HR,Executive,2024-11-20,118321,1,10,No,,
31127,Jeremy Friedman,37,Female,Finance,Analyst,2025-08-08,114802,2,7,No,,
31128,Evan Wolfe,25,Male,Sales,Analyst,2024-06-01,86207,2,10,Yes,2025-09-08,Better Offer
31129,Patricia White,53,Male,Sales,Analyst,2025-01-30,52481,5,7,Yes,2025-06-20,Low Salary
31130,Jennifer Miller,50,Female,Sales,Executive,2023-01-28,47174,3,2,Yes,2024-04-05,Better Offer
31131,Juan Johnson,30,Female,IT,Manager,2025-06-18,39335,5,6,Yes,2025-10-21,Low Salary
31132,Richard Fisher,24,Male,Sales,Manager,2024-06-04,97002,4,15,No,,
31133,David Bell,44,Female,Sales,Manager,2026-02-08,113573,4,14,Yes,2026-02-21,Work Pressure
31134,Sarah Baker,29,Female,HR,Engineer,2025-01-16,76427,2,9,No,,
31135,Rhonda Fuller,35,Male,IT,Executive,2025-11-22,92582,4,7,No,,
31136,Ryan Rios,34,Female,HR,Analyst,2024-04-02,65109,1,7,No,,
31137,Paul Turner,52,Female,IT,Analyst,2022-10-31,42882,1,7,No,,
31138,Patrick Mullins,55,Male,IT,Executive,2023-07-18,75135,1,3,No,,
31139,Mr. Andrew Williams,40,Female,Finance,Analyst,2023-02-15,116668,2,15,No,,
31140,Alyssa Johnson,48,Male,IT,Engineer,2026-03-02,33522,4,8,No,,
31141,Michael Stephenson,53,Male,IT,Engineer,2025-12-05,105730,3,10,Yes,2026-03-31,Low Salary
31142,Scott Kelly,41,Female,IT,Executive,2022-09-20,77850,4,4,No,,
31143,Janice Sanchez,50,Female,Finance,Manager,2023-05-05,43765,3,10,Yes,2025-04-13,Low Salary
31144,Brenda Campos,41,Male,IT,Analyst,2024-11-07,42660,1,1,No,,
31145,Casey Watson,37,Male,IT,Engineer,2024-01-01,76613,2,4,No,,
31146,Travis Stone,23,Female,HR,Manager,2023-05-02,44931,1,5,No,,
31147,Dr. Stacy Garrett,41,Female,IT,Executive,2023-07-04,100693,2,14,Yes,2023-11-13,Low Salary
31148,Steven Moreno,45,Female,HR,Executive,2025-02-05,58407,4,11,No,,
31149,Anna Cochran,33,Female,HR,Analyst,2022-04-01,78577,5,2,Yes,2023-01-11,Better Offer
31150,Kelly Daniel,50,Female,IT,Manager,2025-08-01,79622,3,12,Yes,2026-03-20,Work Pressure
31151,Amanda Schultz MD,52,Male,Finance,Engineer,2025-09-21,51259,3,14,No,,
31152,Allison Murphy,44,Male,HR,Manager,2021-09-16,77482,4,9,Yes,2022-12-29,Work Pressure
31153,Stephanie Stephens,43,Female,HR,Engineer,2021-05-15,39229,1,3,No,,
31154,Bruce Diaz,42,Female,Finance,Executive,2023-08-11,111817,1,9,Yes,2025-03-08,Work Pressure
31155,Cynthia Perkins,31,Female,Sales,Analyst,2023-12-06,97669,2,11,No,,
31156,Dr. Brian Martinez,46,Male,IT,Manager,2023-11-18,84433,1,7,No,,
31157,Kimberly Odom,44,Female,Sales,Analyst,2023-03-02,58578,5,13,No,,
31158,William Arnold,24,Male,Finance,Executive,2025-06-13,35328,4,7,No,,
31159,Amanda Hill,40,Male,Finance,Analyst,2024-03-15,68708,3,15,No,,
31160,Melinda Smith,43,Female,HR,Engineer,2025-08-29,97025,1,1,No,,
31161,Sheri White,32,Male,HR,Analyst,2022-06-23,98079,2,12,Yes,2022-10-19,Better Offer
31162,David Ewing,41,Female,Finance,Executive,2026-01-12,75434,1,14,No,,
31163,Lauren Garcia,54,Female,IT,Analyst,2026-02-06,116062,1,2,No,,
31164,Tamara Walker,23,Female,IT,Engineer,2022-06-21,77211,2,8,Yes,2025-12-19,Low Salary
31165,Shelley Romero,32,Male,HR,Analyst,2021-07-27,114137,3,7,No,,
31166,Amy Perez,23,Female,HR,Analyst,2022-07-07,91642,3,8,Yes,2026-03-23,Better Offer
31167,Ricardo Tran,24,Female,Finance,Analyst,2021-06-08,106948,3,5,No,,
31168,Madeline Mason,31,Female,Sales,Engineer,2021-09-02,79111,1,7,Yes,2025-05-11,Work Pressure
31169,Cory Haynes,46,Female,Sales,Executive,2025-07-20,92694,1,5,No,,
31170,Mark Jones,42,Female,IT,Executive,2026-03-22,119167,1,9,Yes,2026-03-25,Better Offer
31171,Dustin Browning,32,Male,Finance,Engineer,2023-08-03,43630,5,5,No,,
31172,Gerald Solis,32,Female,Finance,Analyst,2023-10-28,42494,2,8,No,,
31173,Michael Miller,26,Male,IT,Manager,2022-07-01,74294,5,9,Yes,2023-09-19,Low Salary
31174,Randall Baker,35,Male,Finance,Engineer,2023-01-04,53199,5,6,No,,
31175,William Johnson,40,Female,Sales,Executive,2025-03-17,117787,4,3,No,,
31176,Ashley Porter,49,Female,Sales,Engineer,2021-08-19,52340,5,4,No,,
31177,Sarah Jones,38,Female,Sales,Analyst,2022-08-20,78168,5,2,No,,
31178,Edwin Mendoza,52,Male,IT,Executive,2021-07-19,26390,2,8,Yes,2024-11-03,Low Salary
31179,Mary Le,43,Female,IT,Engineer,2023-01-19,46841,4,12,No,,
31180,Jonathan Anderson,54,Female,HR,Analyst,2024-09-27,54295,3,8,Yes,2025-05-02,Work Pressure
31181,Christina Scott,35,Female,Sales,Executive,2021-05-14,36987,4,4,Yes,2025-02-19,Work Pressure
31182,Brendan Mack,42,Female,HR,Manager,2024-11-02,31776,1,13,No,,
31183,Allison Lee,22,Female,Finance,Engineer,2022-09-09,72769,2,9,No,,
31184,Melissa Barber,50,Female,Sales,Analyst,2024-07-05,114847,5,7,No,,
31185,Dustin Rodriguez,47,Male,IT,Engineer,2021-12-27,82185,1,13,Yes,2024-03-30,Low Salary
31186,Aaron Evans,54,Male,IT,Manager,2024-12-09,38766,3,8,No,,
31187,Bernard Murray,45,Female,Sales,Manager,2022-02-03,79759,5,12,No,,
31188,Patricia Long,48,Female,Finance,Analyst,2024-07-07,105456,2,7,Yes,2025-11-15,Low Salary
31189,Christina Chavez,53,Female,Sales,Engineer,2023-06-04,103518,2,7,No,,
31190,Troy Gomez,38,Female,HR,Executive,2026-04-23,103552,3,6,No,,
31191,Breanna Martinez,46,Female,Finance,Manager,2023-06-05,37311,1,8,No,,
31192,Evelyn White,32,Female,Sales,Analyst,2022-10-10,25703,5,6,Yes,2026-03-21,Low Salary
31193,Peggy Frank,52,Female,Sales,Analyst,2024-10-07,59306,3,1,No,,
31194,Shannon Oliver,47,Female,Finance,Engineer,2023-01-13,41637,3,15,No,,
31195,Robert Gregory,37,Male,Finance,Engineer,2025-04-29,27702,5,4,No,,
31196,Lauren Simmons,42,Female,Finance,Manager,2024-03-07,60788,3,4,Yes,2024-10-15,Low Salary
31197,Kevin Villanueva,32,Male,Finance,Engineer,2022-07-13,119468,3,10,No,,
31198,Shane Coleman,33,Male,IT,Engineer,2026-02-04,55745,3,3,No,,
31199,Misty Vincent,28,Male,IT,Analyst,2022-02-08,61789,5,7,No,,
31200,Kenneth Gillespie,48,Female,Sales,Manager,2024-04-12,44114,4,6,No,,
31201,Mr. Ryan Snyder MD,39,Female,IT,Manager,2024-11-01,104602,1,5,No,,
31202,Brandon Watson,25,Female,IT,Analyst,2024-01-03,31115,1,12,No,,
31203,Colleen Schneider,32,Male,Finance,Manager,2025-06-04,85099,3,14,No,,
31204,Cynthia Torres,55,Male,HR,Executive,2025-12-08,34575,3,9,No,,
31205,Patrick Miller,36,Male,HR,Manager,2023-01-03,108266,2,5,No,,
31206,Dillon Haynes,23,Female,Finance,Engineer,2025-08-16,76780,5,14,No,,
31207,Roberta Rice,44,Female,Sales,Manager,2023-07-14,42387,2,5,Yes,2023-10-09,Better Offer
31208,Kent Small,45,Male,IT,Analyst,2023-04-24,119739,2,13,No,,
31209,Gabriella Richardson,37,Male,Sales,Analyst,2022-10-30,114844,4,15,Yes,2025-01-07,Better Offer
31210,Andrew West,27,Female,HR,Engineer,2024-03-31,53777,3,11,No,,
31211,Eric Davis,50,Female,HR,Executive,2026-04-20,39269,1,4,No,,
31212,Rebecca Monroe,55,Male,HR,Analyst,2021-10-01,47886,2,15,No,,
31213,Ralph Jackson,38,Female,IT,Analyst,2022-06-23,97322,4,10,Yes,2024-01-16,Better Offer
31214,Dorothy Mitchell,54,Female,Sales,Executive,2024-08-16,64027,4,14,Yes,2025-11-28,Work Pressure
31215,Ryan Allen,49,Female,HR,Analyst,2022-12-15,44382,2,3,No,,
31216,Rodney Meyer,47,Male,Sales,Executive,2023-09-23,104587,4,7,No,,
31217,Carl Shepard,30,Female,IT,Engineer,2021-11-13,116144,5,14,No,,
31218,Kathryn Cox,55,Female,HR,Analyst,2022-12-28,53562,3,11,No,,
31219,Jason Marsh,43,Male,IT,Manager,2024-02-04,53352,1,1,No,,
31220,Samantha Martinez MD,29,Female,Finance,Manager,2023-08-19,117280,3,2,No,,
31221,Douglas Suarez,55,Female,Finance,Manager,2022-10-21,114712,5,12,No,,
31222,William Fowler,36,Female,IT,Analyst,2022-03-29,55291,4,7,Yes,2022-04-18,Low Salary
31223,Beth Smith,45,Female,Finance,Engineer,2024-02-22,30253,3,5,Yes,2024-07-03,Work Pressure
31224,Michael Quinn,35,Female,IT,Analyst,2025-05-23,74773,3,9,No,,
31225,Samantha Morgan,31,Male,IT,Analyst,2024-06-15,51933,2,7,No,,
31226,Glenn Burton,36,Male,IT,Engineer,2025-04-12,49923,3,15,No,,
31227,Donald Bush,39,Male,Sales,Manager,2023-04-23,29119,5,9,No,,
31228,William Mueller,38,Male,HR,Engineer,2024-01-11,102900,1,2,Yes,2026-03-29,Work Pressure
31229,Melissa Gardner,49,Female,Sales,Executive,2022-03-14,96642,5,3,No,,
31230,Jose Robbins,46,Female,HR,Engineer,2025-05-19,25334,3,6,No,,
31231,Kenneth Brown,53,Male,IT,Engineer,2025-02-13,101489,1,15,No,,
31232,Amber Aguirre,31,Male,IT,Engineer,2023-11-24,69137,3,11,No,,
31233,Rebecca Cline,35,Female,HR,Engineer,2026-02-07,102111,5,3,No,,
31234,Lisa Carter,52,Male,IT,Engineer,2023-06-06,115279,1,14,Yes,2024-03-13,Work Pressure
31235,Valerie Cardenas,55,Female,Finance,Manager,2026-03-05,112620,1,6,Yes,2026-04-26,Work Pressure
31236,Kristy Harper,24,Male,IT,Analyst,2023-07-07,25060,5,7,No,,
31237,Travis Brooks,51,Male,HR,Engineer,2021-11-29,103081,5,12,No,,
31238,Jasmine Foster,51,Female,IT,Analyst,2024-01-22,88657,4,2,Yes,2026-03-15,Low Salary
31239,Thomas Padilla,30,Female,HR,Manager,2025-11-24,34916,1,12,No,,
31240,Stephen Wilson,34,Male,HR,Executive,2023-08-22,117647,4,4,No,,
31241,Janice Gonzalez,31,Female,IT,Engineer,2023-11-21,79909,5,4,No,,
31242,Jill Cruz,48,Male,IT,Analyst,2024-02-29,70592,5,11,No,,
31243,Cassandra Mills,32,Female,IT,Analyst,2021-09-25,101572,5,1,No,,
31244,Adam Pierce,38,Male,Finance,Analyst,2021-10-26,65182,1,1,No,,
31245,Alicia Mcknight,53,Female,IT,Executive,2023-06-22,57060,4,8,No,,
31246,Kyle Garrett,55,Male,Finance,Engineer,2026-03-01,103817,2,10,Yes,2026-03-20,Better Offer
31247,Amy Smith,40,Male,IT,Engineer,2024-11-19,88038,1,7,Yes,2026-04-09,Work Pressure
31248,Mr. Joshua Adkins,41,Male,IT,Manager,2023-09-08,118861,3,14,No,,
31249,Jacqueline Garcia,38,Female,Finance,Manager,2023-08-20,37717,4,8,No,,
31250,Brian Baker,27,Female,Finance,Executive,2023-05-24,101335,5,12,Yes,2025-12-26,Low Salary
31251,Lee Schmitt,35,Male,HR,Engineer,2024-02-23,112985,4,3,No,,
31252,Jacqueline Dawson,51,Male,IT,Engineer,2025-12-08,101865,4,12,Yes,2026-02-14,Better Offer
31253,Kara Joseph,52,Female,HR,Manager,2025-09-03,46712,4,8,No,,
31254,Henry Jackson,30,Female,HR,Executive,2024-01-26,70852,4,5,No,,
31255,Travis Dawson,43,Female,IT,Executive,2021-06-25,85632,3,9,No,,
31256,Jessica Simpson,29,Male,Sales,Manager,2022-03-21,29438,2,3,No,,
31257,Mario Anderson,30,Female,HR,Engineer,2021-06-27,73372,5,10,No,,
31258,Angela Figueroa,52,Female,HR,Executive,2025-09-29,66529,4,5,Yes,2025-12-06,Work Pressure
31259,Ernest Villarreal,53,Female,IT,Executive,2021-12-24,28089,4,7,No,,
31260,Erika Baker,55,Female,Sales,Engineer,2021-08-08,49310,2,5,No,,
31261,Ashley Davis,42,Male,Sales,Engineer,2024-02-23,56073,3,5,No,,
31262,Michelle Hart,47,Male,IT,Manager,2024-05-07,34431,2,11,No,,
31263,Brandon Rivera,31,Female,Sales,Manager,2024-07-29,61476,5,9,No,,
31264,Dakota Romero,43,Male,HR,Executive,2022-02-16,97891,3,11,No,,
31265,Jeffrey Tucker,46,Female,HR,Analyst,2025-01-03,48999,5,7,Yes,2025-03-23,Low Salary
31266,Heidi Herrera,35,Male,HR,Manager,2025-01-26,64202,1,1,No,,
31267,Brandon Oliver,36,Female,IT,Manager,2024-08-21,59198,5,15,Yes,2024-10-12,Low Salary
31268,Cindy Giles,30,Female,HR,Engineer,2024-09-29,69560,2,13,No,,
31269,Sara Scott,29,Male,IT,Engineer,2025-04-23,89598,1,1,No,,
31270,Joel Chavez III,26,Male,Sales,Analyst,2021-11-11,66056,1,12,No,,
31271,Roy Mitchell,32,Male,Sales,Manager,2023-01-03,102160,4,1,No,,
31272,Christopher Parker,32,Male,IT,Manager,2022-04-10,25303,1,2,No,,
31273,Gregory Anderson,48,Male,IT,Manager,2025-06-17,110437,3,4,No,,
31274,Mathew Parker,42,Female,Finance,Engineer,2025-03-10,78099,5,4,No,,
31275,Anthony Spencer,28,Female,HR,Manager,2021-12-19,112026,1,9,No,,
31276,Angel Barker,38,Female,Sales,Executive,2026-04-28,111573,2,8,Yes,2026-04-29,Work Pressure
31277,David Sharp,42,Male,HR,Engineer,2023-03-13,86149,3,13,No,,
31278,David Byrd,50,Female,IT,Analyst,2023-07-06,33097,5,4,No,,
31279,Stephen Robinson,53,Male,IT,Manager,2023-04-15,32873,1,10,No,,
31280,Manuel Johnson,50,Male,Finance,Manager,2022-11-28,93184,2,8,Yes,2024-10-02,Better Offer
31281,Melissa Alexander,43,Male,IT,Executive,2024-01-08,26284,2,3,No,,
31282,Gregory Hammond,49,Male,Finance,Analyst,2024-01-06,93541,2,1,No,,
31283,Kristine Larsen,37,Male,IT,Engineer,2025-11-07,53297,3,5,Yes,2026-03-07,Low Salary
31284,Alexander Marshall,23,Female,Finance,Executive,2022-06-29,84375,1,9,Yes,2023-07-30,Better Offer
31285,Mark Roberson,41,Female,Finance,Engineer,2025-01-30,94241,1,6,No,,
31286,Dennis White,37,Female,Finance,Engineer,2022-02-03,117663,5,5,No,,
31287,Leroy Henry,42,Male,Sales,Executive,2026-01-13,73486,3,2,Yes,2026-01-24,Work Pressure
31288,Sharon Parker,31,Female,HR,Analyst,2023-03-26,47586,4,11,Yes,2025-05-14,Better Offer
31289,John Roberts,43,Male,IT,Engineer,2025-04-19,57106,1,1,No,,
31290,April Phillips,32,Female,IT,Manager,2025-05-09,54326,3,8,Yes,2025-10-29,Work Pressure
31291,Joshua Thomas,25,Female,HR,Engineer,2025-04-19,60211,4,9,No,,
31292,Kristina Johnson,37,Male,IT,Engineer,2023-03-11,92444,5,11,Yes,2024-01-14,Low Salary
31293,Jason Phillips,29,Female,Finance,Analyst,2023-04-17,69676,4,6,No,,
31294,Jacob Gonzales,33,Female,HR,Manager,2024-10-03,30046,5,2,No,,
31295,Heather Torres,44,Male,Finance,Manager,2023-07-06,77472,3,9,No,,
31296,Donald Copeland,22,Female,HR,Executive,2026-03-18,28994,1,1,No,,
31297,Kimberly Williams,34,Female,HR,Analyst,2021-06-20,33143,1,5,No,,
31298,Zachary Johnson,48,Male,Sales,Analyst,2024-10-12,39270,4,11,No,,
31299,Maria Watson,43,Female,Finance,Analyst,2022-09-07,83968,5,11,Yes,2024-11-08,Low Salary
31300,Amanda Johnson,36,Female,IT,Executive,2022-09-23,52518,5,9,No,,
31301,Chelsea Anthony,30,Female,IT,Engineer,2023-05-16,25355,4,3,Yes,2026-03-02,Better Offer
31302,Willie Lewis,26,Male,HR,Executive,2022-06-15,97750,1,10,Yes,2025-03-25,Work Pressure
31303,Tracy Washington,40,Male,Finance,Analyst,2023-02-07,93771,5,5,Yes,2023-09-21,Work Pressure
31304,Jennifer Carter,42,Female,IT,Engineer,2022-10-31,103348,3,6,Yes,2025-04-20,Low Salary
31305,Danny Taylor,22,Male,HR,Manager,2025-03-06,38287,1,9,No,,
31306,Lawrence Hunt,55,Male,IT,Engineer,2026-04-22,36053,2,3,No,,
31307,Amber Harris,29,Female,Finance,Analyst,2025-02-02,108649,4,3,Yes,2025-05-18,Work Pressure
31308,Cynthia Ortiz,26,Male,IT,Manager,2024-06-15,33566,1,6,No,,
31309,Raymond Wagner,54,Male,IT,Manager,2026-01-19,53450,4,3,No,,
31310,Jill Banks,31,Female,HR,Manager,2025-07-27,68089,4,8,Yes,2025-08-12,Low Salary
31311,Sophia Jones,38,Female,IT,Analyst,2025-08-22,103819,3,14,No,,
31312,Rodney Mitchell,48,Female,Sales,Manager,2022-11-07,98262,4,14,No,,
31313,Alfred Lawrence,33,Female,HR,Manager,2025-03-28,103072,3,13,No,,
31314,Austin Walker,25,Male,HR,Executive,2021-10-28,51570,3,11,Yes,2022-05-13,Better Offer
31315,David Bailey,50,Female,IT,Engineer,2024-01-22,75256,5,1,No,,
31316,Shane Foster,46,Female,Sales,Analyst,2023-11-09,35284,5,13,No,,
31317,Laurie Horn,31,Female,IT,Analyst,2026-03-11,72769,3,11,No,,
31318,Joseph Smith,53,Female,IT,Manager,2022-08-10,51527,5,2,Yes,2024-11-01,Low Salary
31319,Thomas Wright,37,Male,Finance,Engineer,2022-05-22,115215,4,13,No,,
31320,Valerie Mitchell,34,Male,Finance,Executive,2025-11-06,119611,3,14,No,,
31321,Maureen Freeman,54,Male,HR,Executive,2025-10-17,107484,1,8,No,,
31322,Sharon Olson,29,Male,HR,Engineer,2023-04-19,32361,2,8,Yes,2025-12-11,Better Offer
31323,Courtney Anderson,36,Female,IT,Analyst,2026-01-26,68975,4,5,Yes,2026-04-01,Work Pressure
31324,Julian Manning,33,Female,IT,Executive,2025-12-19,84646,1,1,No,,
31325,Sarah Hebert,27,Female,HR,Manager,2022-07-10,70808,5,11,No,,
31326,Thomas Bauer,30,Female,HR,Analyst,2025-10-18,53405,2,7,No,,
31327,Jessica Knapp,46,Female,IT,Executive,2025-02-08,89032,2,6,No,,
31328,Billy Davis,50,Male,Sales,Engineer,2024-07-29,113027,2,10,No,,
31329,Kayla Collins,52,Male,Finance,Executive,2022-06-03,35186,4,6,No,,
31330,Courtney Dean,55,Female,IT,Manager,2023-11-12,74449,4,12,No,,
31331,Andrea Perez,24,Female,HR,Analyst,2021-06-26,113455,2,11,No,,
31332,James Knight,50,Male,HR,Manager,2022-02-11,108925,2,11,No,,
31333,Adam Jones,22,Male,HR,Executive,2023-02-19,119682,4,12,No,,
31334,Vickie Young,45,Male,Sales,Analyst,2023-04-05,37117,2,13,No,,
31335,Marie Roberts,35,Male,Finance,Analyst,2022-04-07,47815,4,6,No,,
31336,Jacob Johnson,36,Female,HR,Engineer,2023-07-30,95172,4,3,No,,
31337,Michael Gibson,26,Female,HR,Manager,2024-08-02,36160,1,2,No,,
31338,Michael Brown,42,Male,Finance,Engineer,2023-09-21,101582,1,4,No,,
31339,Robert Marshall,32,Female,HR,Analyst,2021-05-29,80200,5,10,Yes,2021-06-18,Work Pressure
31340,Aaron Newman,54,Female,IT,Engineer,2026-04-19,58808,1,13,No,,
31341,Amy Gibson,42,Male,IT,Executive,2023-01-06,41806,1,11,No,,
31342,Nathan Simpson,38,Female,Sales,Manager,2023-12-24,55831,1,3,No,,
31343,Joseph Cunningham,22,Male,IT,Executive,2025-04-08,78154,2,3,Yes,2026-03-04,Better Offer
31344,Angel Powers,42,Female,Sales,Analyst,2023-09-13,50277,2,5,No,,
31345,Katherine Russell,38,Male,Sales,Manager,2024-06-23,58088,3,13,No,,
31346,Pamela Case,28,Female,IT,Analyst,2025-04-08,40893,2,4,No,,
31347,Beth Spence,28,Female,Sales,Engineer,2021-09-14,102898,4,7,No,,
31348,Mitchell Lee,43,Female,HR,Analyst,2024-08-20,89894,3,13,Yes,2025-08-30,Work Pressure
31349,Edward Simmons,23,Male,HR,Manager,2023-12-27,66938,1,14,Yes,2024-11-26,Better Offer
31350,Paul Lindsey,24,Male,Finance,Engineer,2024-11-25,96837,1,1,No,,
31351,Nicole Cox,23,Female,IT,Analyst,2022-01-28,95029,4,3,No,,
31352,Rebecca Glenn,32,Female,Sales,Analyst,2025-03-01,84407,3,11,No,,
31353,Jason Watson,40,Male,IT,Executive,2022-02-08,93707,1,14,No,,
31354,Jimmy Winters,39,Female,Sales,Engineer,2025-01-08,57945,3,13,Yes,2025-09-23,Low Salary
31355,Joseph Robertson,27,Male,IT,Manager,2022-04-10,69097,3,1,Yes,2022-10-29,Work Pressure
31356,Joshua Brown,50,Female,Finance,Manager,2026-03-04,26036,5,14,No,,
31357,Jessica Taylor,43,Male,Sales,Analyst,2022-01-21,77706,4,6,No,,
31358,Stephanie Davis,47,Female,Finance,Analyst,2025-08-09,31178,4,1,No,,
31359,Andrea Short,29,Male,Sales,Manager,2024-05-27,103657,3,5,No,,
31360,Rebekah Byrd,33,Female,Finance,Analyst,2023-09-05,109556,2,6,No,,
31361,Mrs. Amy Lambert,36,Male,Sales,Engineer,2022-04-16,34297,3,1,No,,
31362,Jonathan Morris,26,Female,Finance,Analyst,2022-01-01,113442,3,1,No,,
31363,Rebecca Green,25,Male,Sales,Manager,2021-09-01,82651,1,7,No,,
31364,Robert Tapia,32,Female,Finance,Engineer,2022-05-27,93703,3,12,No,,
31365,Jamie Fisher,46,Male,Sales,Executive,2024-10-27,37142,4,12,No,,
31366,Lisa Sanchez,32,Female,Sales,Manager,2023-04-09,34359,5,4,Yes,2024-12-05,Better Offer
31367,Robert Pierce,40,Male,Finance,Executive,2022-06-24,32145,5,9,No,,
31368,Tiffany Mccall,40,Female,Sales,Executive,2025-06-22,43341,2,8,No,,
31369,William Shaw,52,Male,IT,Executive,2022-01-09,71365,5,2,No,,
31370,Destiny Brown,29,Female,Finance,Executive,2025-01-08,26783,1,11,No,,
31371,Alexandria Howard,32,Female,HR,Engineer,2022-07-15,87940,5,7,No,,
31372,Paige Bennett,25,Female,Finance,Engineer,2024-05-13,35618,5,11,Yes,2025-02-17,Work Pressure
31373,Mark Mason,28,Male,IT,Executive,2023-03-09,27855,3,10,Yes,2023-09-03,Work Pressure
31374,Beverly Hansen,29,Male,IT,Engineer,2023-08-30,108029,2,11,No,,
31375,Christina Strickland,30,Female,Finance,Analyst,2021-10-08,44584,5,4,No,,
31376,Erin Martin,41,Male,IT,Analyst,2024-08-04,59657,3,9,No,,
31377,Nicholas Nixon,55,Male,IT,Engineer,2022-07-13,81783,3,5,Yes,2023-07-08,Low Salary
31378,Wesley Owens,47,Female,Finance,Analyst,2026-01-08,94635,3,8,No,,
31379,Zachary Crawford,26,Male,HR,Analyst,2024-08-21,56275,2,4,No,,
31380,Brandon Martinez,30,Female,HR,Executive,2026-02-04,31514,1,13,Yes,2026-03-26,Work Pressure
31381,Lisa Barrett,40,Male,IT,Executive,2025-07-26,102669,4,3,Yes,2026-03-30,Work Pressure
31382,Melissa Castro,39,Female,IT,Engineer,2026-01-02,70528,4,2,No,,
31383,Kelli Miller,34,Male,IT,Analyst,2021-07-28,82128,1,14,No,,
31384,Mr. Aaron Bennett,44,Female,Sales,Analyst,2022-08-07,117120,2,10,No,,
31385,Jimmy White,36,Female,Sales,Analyst,2024-02-06,54716,1,5,No,,
31386,Kristen Phelps,22,Female,Sales,Manager,2022-08-29,113057,1,9,No,,
31387,Stephanie Harrison,42,Female,Finance,Manager,2024-04-08,25605,3,14,No,,
31388,Edward Nunez,36,Female,IT,Manager,2023-09-15,52218,2,4,No,,
31389,John Tran,42,Female,IT,Manager,2022-12-02,86207,1,9,Yes,2024-02-29,Work Pressure
31390,Johnny Harris,38,Male,Finance,Executive,2025-03-07,67726,2,2,No,,
31391,Alexa Gay,44,Male,IT,Engineer,2022-09-20,62470,3,3,Yes,2024-07-05,Low Salary
31392,Jennifer Turner,51,Male,HR,Analyst,2025-10-10,85155,4,3,No,,
31393,Nancy Anderson,23,Female,HR,Manager,2022-01-23,106405,4,15,No,,
31394,Gina Williams,44,Female,Sales,Engineer,2022-03-11,50500,4,13,No,,
31395,Melissa Harrell,46,Male,IT,Engineer,2022-12-20,33687,5,14,No,,
31396,Sean Johnston,41,Female,HR,Analyst,2023-01-09,107528,4,1,Yes,2024-06-04,Low Salary
31397,Jonathan Parker,48,Female,Finance,Analyst,2024-05-31,57313,5,1,No,,
